ticket_id,customer_id,issue_type,priority,resolution_time_hours,ticket_status,support_channel
TKT-2919,CUS-61042492,Bug Report,Low,23,Open,Phone
TKT-3898,CUS-77063937,Subscription Problem,Low,26,Closed,Chat
TKT-1503,CUS-87613010,Bug Report,Low,6,Closed,Phone
TKT-8056,CUS-10761911,Payment Failure,Low,23,Open,Chat
TKT-5348,CUS-60345331,Subscription Problem,Low,9,Closed,Phone
TKT-5136,CUS-77272973,Refund Request,Low,52,Closed,Phone
TKT-5388,CUS-80604034,Login Issue,Low,54,Closed,Chat
TKT-7300,CUS-56350713,Login Issue,Critical,26,Closed,Email
TKT-1437,CUS-28662434,Bug Report,Critical,63,Closed,Email
TKT-6832,CUS-76953515,Bug Report,Critical,7,Open,Phone
TKT-8019,CUS-11199192,Payment Failure,Low,43,Closed,Phone
TKT-6548,CUS-97305989,Payment Failure,Low,57,Pending,Email
TKT-8824,CUS-21256431,Subscription Problem,High,60,Closed,Phone
TKT-5725,CUS-27611891,Subscription Problem,Low,32,Closed,Email
TKT-3128,CUS-18119785,Subscription Problem,High,49,Open,Web Portal
TKT-7640,CUS-23751834,Login Issue,High,68,Closed,Phone
TKT-2808,CUS-67997776,Login Issue,High,56,Closed,Chat
TKT-6875,CUS-14030979,Payment Failure,Low,39,Closed,Phone
TKT-4617,CUS-37952744,Login Issue,Low,57,Open,Phone
TKT-6735,CUS-48388196,Payment Failure,Medium,7,Closed,Email
TKT-8211,CUS-80099175,Bug Report,Medium,72,Closed,Phone
TKT-3161,CUS-97372410,Payment Failure,Low,17,Pending,Phone
TKT-1398,CUS-79176627,Bug Report,Low,44,Closed,Email
TKT-9242,CUS-64841952,Subscription Problem,Low,24,Open,Phone
TKT-6818,CUS-31426165,Subscription Problem,Medium,10,Closed,Web Portal
TKT-3538,CUS-39850859,Subscription Problem,Medium,41,Closed,Phone
TKT-4074,CUS-15212514,Feature Request,Critical,56,Pending,Chat
TKT-6219,CUS-44441041,Login Issue,Medium,37,Closed,Email
TKT-3284,CUS-89634765,Bug Report,High,45,Closed,Email
TKT-4961,CUS-29238426,Payment Failure,High,1,Open,Email
TKT-7089,CUS-30456680,Subscription Problem,Medium,16,Closed,Phone
TKT-1892,CUS-51490590,Refund Request,High,45,Closed,Web Portal
TKT-8539,CUS-60730280,Login Issue,Critical,65,Closed,Chat
TKT-3694,CUS-95314682,Payment Failure,Medium,22,Open,Email
TKT-2923,CUS-51211588,Subscription Problem,Low,36,Closed,Chat
TKT-7571,CUS-95380940,Feature Request,Medium,5,Closed,Email
TKT-3461,CUS-74494622,Subscription Problem,Medium,30,Closed,Email
TKT-4786,CUS-62406114,Login Issue,High,31,Closed,Email
TKT-4040,CUS-42882328,Refund Request,High,67,Closed,Web Portal
TKT-7292,CUS-51763717,Bug Report,Medium,46,Closed,Web Portal
TKT-2122,CUS-62198012,Refund Request,Low,2,Closed,Chat
TKT-3388,CUS-70820591,Subscription Problem,Medium,13,Closed,Chat
TKT-3931,CUS-26719415,Login Issue,High,21,Closed,Email
TKT-5755,CUS-38421708,Payment Failure,High,43,Closed,Chat
TKT-7690,CUS-94345446,Subscription Problem,Low,33,Closed,Chat
TKT-4039,CUS-12292821,Payment Failure,Low,5,Closed,Chat
TKT-9374,CUS-95585585,Bug Report,Medium,34,Open,Email
TKT-4014,CUS-47143836,Subscription Problem,Medium,8,Open,Phone
TKT-6969,CUS-13561209,Login Issue,Medium,24,Open,Chat
TKT-7647,CUS-55196634,Payment Failure,Low,64,Pending,Chat
TKT-9203,CUS-55243297,Login Issue,Medium,69,Pending,Email
TKT-5045,CUS-94745491,Bug Report,Low,54,Closed,Email
TKT-1509,CUS-12096818,Subscription Problem,High,43,Open,Chat
TKT-9277,CUS-77806013,Bug Report,Medium,43,Closed,Email
TKT-8125,CUS-80040052,Feature Request,High,64,Open,Chat
TKT-2156,CUS-12013910,Payment Failure,Low,35,Closed,Chat
TKT-8167,CUS-11759156,Payment Failure,Low,21,Closed,Email
TKT-2158,CUS-83795847,Bug Report,High,22,Closed,Chat
TKT-3935,CUS-28903899,Payment Failure,Medium,55,Closed,Chat
TKT-6086,CUS-71621032,Bug Report,High,54,Closed,Chat
TKT-9645,CUS-15021922,Login Issue,High,8,Open,Chat
TKT-4999,CUS-23527566,Feature Request,Medium,13,Closed,Email
TKT-1645,CUS-76224013,Subscription Problem,Medium,16,Closed,Email
TKT-4830,CUS-75989174,Login Issue,Low,53,Open,Email
TKT-1126,CUS-68530430,Login Issue,Medium,18,Closed,Email
TKT-9606,CUS-75058474,Payment Failure,High,8,Closed,Chat
TKT-7528,CUS-23686266,Payment Failure,High,60,Closed,Email
TKT-8801,CUS-28254851,Login Issue,Low,60,Open,Web Portal
TKT-1431,CUS-97005055,Subscription Problem,Low,26,Open,Chat
TKT-2034,CUS-17061383,Payment Failure,Low,61,Pending,Chat
TKT-2635,CUS-47366192,Bug Report,Low,50,Pending,Email
TKT-6997,CUS-83573060,Subscription Problem,High,58,Closed,Email
TKT-5635,CUS-77664759,Login Issue,Low,33,Closed,Chat
TKT-7439,CUS-33027268,Payment Failure,Medium,62,Closed,Email
TKT-4860,CUS-34303813,Login Issue,Low,46,Closed,Chat
TKT-6413,CUS-12715890,Login Issue,Low,44,Closed,Phone
TKT-5106,CUS-57771267,Bug Report,High,60,Closed,Email
TKT-8024,CUS-91649230,Payment Failure,Low,31,Closed,Chat
TKT-7131,CUS-50343887,Payment Failure,Low,58,Closed,Phone
TKT-5886,CUS-83684935,Payment Failure,Medium,33,Open,Chat
TKT-3027,CUS-99039291,Bug Report,Low,39,Closed,Chat
TKT-1319,CUS-58927548,Refund Request,High,18,Closed,Phone
TKT-7813,CUS-88048702,Login Issue,Low,8,Closed,Chat
TKT-5725,CUS-34281959,Subscription Problem,Low,23,Closed,Email
TKT-4502,CUS-19421005,Payment Failure,High,12,Pending,Phone
TKT-5245,CUS-79184259,Refund Request,High,37,Closed,Chat
TKT-6314,CUS-30183474,Subscription Problem,Medium,45,Closed,Phone
TKT-9423,CUS-72522337,Subscription Problem,Medium,60,Closed,Chat
TKT-1405,CUS-87921845,Bug Report,Low,54,Closed,Chat
TKT-8412,CUS-30393807,Feature Request,Medium,39,Closed,Web Portal
TKT-4294,CUS-27341090,Payment Failure,High,24,Closed,Chat
TKT-5650,CUS-16053803,Login Issue,High,61,Closed,Email
TKT-8154,CUS-91022064,Bug Report,Low,66,Closed,Chat
TKT-1886,CUS-25401446,Refund Request,High,50,Closed,Chat
TKT-1317,CUS-27021871,Login Issue,Medium,72,Open,Chat
TKT-4296,CUS-82719922,Login Issue,High,28,Closed,Chat
TKT-1075,CUS-64970644,Bug Report,High,67,Closed,Chat
TKT-6798,CUS-22141051,Subscription Problem,Medium,61,Open,Chat
TKT-9170,CUS-35203579,Login Issue,Low,39,Open,Email
TKT-4501,CUS-33347306,Login Issue,Medium,38,Closed,Chat
TKT-7382,CUS-70882339,Bug Report,Medium,65,Closed,Email
TKT-3705,CUS-94052374,Bug Report,Medium,10,Closed,Chat
TKT-6308,CUS-41481762,Bug Report,High,53,Open,Chat
TKT-8030,CUS-97531992,Login Issue,Medium,42,Closed,Chat
TKT-8185,CUS-63295835,Payment Failure,High,44,Closed,Email
TKT-6519,CUS-18954026,Payment Failure,Low,25,Open,Phone
TKT-5910,CUS-15558933,Bug Report,Critical,39,Open,Chat
TKT-7772,CUS-22344034,Payment Failure,Critical,65,Closed,Phone
TKT-2636,CUS-53809004,Feature Request,Critical,13,Closed,Web Portal
TKT-1316,CUS-84086872,Login Issue,Low,44,Open,Web Portal
TKT-3960,CUS-16761669,Subscription Problem,High,43,Closed,Email
TKT-6806,CUS-17742837,Bug Report,High,51,Pending,Chat
TKT-8092,CUS-11454479,Subscription Problem,Low,30,Closed,Chat
TKT-4432,CUS-26433727,Payment Failure,Medium,53,Closed,Email
TKT-7844,CUS-72485812,Login Issue,Low,46,Closed,Email
TKT-5365,CUS-98814898,Bug Report,Critical,7,Closed,Email
TKT-5343,CUS-15952605,Refund Request,Low,39,Closed,Email
TKT-6143,CUS-58763833,Login Issue,High,64,Closed,Phone
TKT-8416,CUS-22584521,Refund Request,Critical,44,Closed,Phone
TKT-8404,CUS-52354372,Bug Report,High,52,Open,Chat
TKT-9338,CUS-57749801,Bug Report,Medium,34,Open,Email
TKT-1990,CUS-92898197,Refund Request,Low,7,Closed,Email
TKT-5580,CUS-96318842,Bug Report,Critical,52,Closed,Email
TKT-2200,CUS-70585470,Bug Report,Medium,22,Closed,Chat
TKT-7685,CUS-62679877,Payment Failure,Medium,35,Closed,Email
TKT-3062,CUS-39626564,Payment Failure,Medium,53,Open,Chat
TKT-7300,CUS-44555081,Bug Report,High,17,Closed,Chat
TKT-8795,CUS-17080971,Payment Failure,High,18,Closed,Chat
TKT-2985,CUS-53980020,Bug Report,Low,31,Closed,Email
TKT-3731,CUS-20360903,Login Issue,High,46,Pending,Email
TKT-1767,CUS-53500331,Refund Request,High,11,Closed,Web Portal
TKT-4100,CUS-64093654,Subscription Problem,High,35,Closed,Phone
TKT-3254,CUS-63321973,Login Issue,High,20,Closed,Web Portal
TKT-4774,CUS-32539175,Login Issue,High,2,Closed,Chat
TKT-9155,CUS-69960397,Payment Failure,Medium,36,Closed,Chat
TKT-5865,CUS-65024008,Subscription Problem,Low,37,Open,Email
TKT-4370,CUS-75144174,Payment Failure,Medium,68,Closed,Chat
TKT-4760,CUS-10804874,Refund Request,Low,34,Closed,Phone
TKT-3803,CUS-15187165,Subscription Problem,Low,9,Open,Web Portal
TKT-9238,CUS-33648307,Subscription Problem,Low,24,Closed,Email
TKT-5462,CUS-56668767,Bug Report,Low,23,Closed,Phone
TKT-5729,CUS-97628138,Refund Request,Medium,13,Open,Chat
TKT-1911,CUS-99724266,Feature Request,Low,69,Closed,Chat
TKT-4840,CUS-88541754,Login Issue,Medium,11,Open,Web Portal
TKT-1495,CUS-93434861,Login Issue,High,20,Open,Email
TKT-8656,CUS-88121709,Subscription Problem,Low,33,Closed,Chat
TKT-6425,CUS-16636089,Login Issue,Low,10,Closed,Email
TKT-6996,CUS-41388788,Login Issue,Low,41,Closed,Email
TKT-2675,CUS-51476165,Login Issue,Low,65,Open,Phone
TKT-1818,CUS-41730776,Refund Request,High,32,Pending,Chat
TKT-3204,CUS-76301220,Payment Failure,Low,16,Closed,Email
TKT-3724,CUS-78574348,Payment Failure,Critical,37,Open,Email
TKT-3609,CUS-98130999,Payment Failure,Critical,28,Pending,Email
TKT-4693,CUS-54247004,Payment Failure,Low,53,Closed,Web Portal
TKT-7405,CUS-54453305,Bug Report,High,8,Closed,Chat
TKT-4157,CUS-68540001,Subscription Problem,Low,26,Closed,Email
TKT-7772,CUS-54748350,Feature Request,High,2,Closed,Chat
TKT-4250,CUS-79928641,Login Issue,Medium,1,Closed,Chat
TKT-9461,CUS-71617324,Payment Failure,Medium,67,Closed,Chat
TKT-3893,CUS-32210198,Login Issue,Medium,39,Open,Email
TKT-2590,CUS-30280966,Refund Request,Low,62,Closed,Email
TKT-8927,CUS-64646827,Subscription Problem,Medium,60,Open,Chat
TKT-5222,CUS-58847877,Bug Report,Critical,71,Closed,Email
TKT-5791,CUS-44365988,Bug Report,High,25,Closed,Chat
TKT-8237,CUS-31817289,Bug Report,Low,28,Closed,Web Portal
TKT-2805,CUS-19035254,Payment Failure,Low,42,Open,Phone
TKT-9030,CUS-27295744,Payment Failure,Low,63,Closed,Chat
TKT-3348,CUS-28571455,Payment Failure,High,68,Closed,Email
TKT-8846,CUS-52020124,Bug Report,Medium,44,Closed,Email
TKT-8827,CUS-90035144,Payment Failure,Medium,1,Closed,Web Portal
TKT-5386,CUS-48447741,Bug Report,Low,28,Closed,Email
TKT-8061,CUS-58685571,Subscription Problem,Low,8,Open,Email
TKT-4887,CUS-33216871,Login Issue,High,5,Closed,Email
TKT-6195,CUS-19053022,Feature Request,Critical,47,Closed,Email
TKT-1944,CUS-20565179,Login Issue,Medium,70,Open,Email
TKT-5714,CUS-54994532,Feature Request,Medium,34,Closed,Web Portal
TKT-2097,CUS-80718107,Login Issue,Medium,54,Open,Web Portal
TKT-3207,CUS-91110974,Subscription Problem,Low,18,Pending,Email
TKT-8958,CUS-15210308,Payment Failure,Low,23,Closed,Chat
TKT-1798,CUS-41063650,Bug Report,Medium,63,Closed,Phone
TKT-9038,CUS-52461574,Login Issue,Low,16,Closed,Phone
TKT-9430,CUS-16954539,Payment Failure,High,42,Closed,Phone
TKT-6305,CUS-49396790,Subscription Problem,Low,18,Open,Email
TKT-5323,CUS-42240748,Login Issue,Low,9,Closed,Web Portal
TKT-5178,CUS-28078636,Refund Request,Medium,14,Closed,Chat
TKT-3296,CUS-32456967,Payment Failure,Low,9,Pending,Chat
TKT-1838,CUS-69864302,Refund Request,Medium,8,Closed,Email
TKT-1582,CUS-98472893,Subscription Problem,Low,32,Closed,Phone
TKT-1395,CUS-36008251,Login Issue,Low,18,Pending,Email
TKT-6102,CUS-33562478,Refund Request,Medium,69,Pending,Email
TKT-2335,CUS-35475575,Login Issue,Medium,40,Pending,Email
TKT-6922,CUS-23160953,Login Issue,Medium,41,Closed,Phone
TKT-5933,CUS-88722825,Payment Failure,Medium,60,Closed,Email
TKT-6218,CUS-84917577,Payment Failure,Medium,18,Pending,Chat
TKT-4961,CUS-80838837,Subscription Problem,Medium,54,Open,Email
TKT-6009,CUS-18036727,Login Issue,Medium,9,Pending,Email
TKT-1528,CUS-65107091,Subscription Problem,Medium,48,Closed,Chat
TKT-5888,CUS-69488082,Payment Failure,Low,65,Open,Email
TKT-5239,CUS-55415089,Login Issue,Medium,26,Closed,Web Portal
TKT-2634,CUS-61029693,Refund Request,Low,57,Closed,Email
TKT-8252,CUS-29366955,Feature Request,Low,9,Closed,Chat
TKT-3574,CUS-19872435,Bug Report,Low,56,Closed,Chat
TKT-7634,CUS-99781272,Bug Report,High,49,Closed,Email
TKT-6827,CUS-10679436,Login Issue,Medium,29,Closed,Chat
TKT-5958,CUS-26018733,Login Issue,Low,71,Closed,Email
TKT-2624,CUS-85183381,Payment Failure,Low,20,Closed,Email
TKT-7746,CUS-63862849,Bug Report,Medium,33,Closed,Chat
TKT-4578,CUS-64574433,Refund Request,Low,68,Closed,Email
TKT-7376,CUS-63586607,Bug Report,Low,67,Closed,Email
TKT-1342,CUS-66446688,Bug Report,Medium,53,Closed,Email
TKT-2429,CUS-97429841,Login Issue,High,47,Closed,Email
TKT-4519,CUS-33597457,Subscription Problem,Medium,67,Open,Chat
TKT-7103,CUS-98164583,Subscription Problem,Medium,37,Closed,Chat
TKT-9105,CUS-25620969,Login Issue,Low,39,Pending,Email
TKT-2267,CUS-62159130,Subscription Problem,Medium,62,Closed,Web Portal
TKT-5996,CUS-77257067,Bug Report,Medium,71,Closed,Chat
TKT-2013,CUS-26619171,Bug Report,High,2,Closed,Email
TKT-6167,CUS-51069414,Subscription Problem,Low,23,Open,Email
TKT-2550,CUS-41360696,Login Issue,Medium,34,Closed,Email
TKT-6155,CUS-30558586,Payment Failure,Medium,26,Pending,Chat
TKT-5598,CUS-52006659,Bug Report,High,5,Open,Chat
TKT-2254,CUS-32944090,Subscription Problem,High,34,Closed,Email
TKT-6890,CUS-44213427,Login Issue,Low,16,Closed,Chat
TKT-7489,CUS-76262325,Payment Failure,Critical,53,Closed,Email
TKT-6457,CUS-57429949,Refund Request,Medium,48,Open,Email
TKT-9466,CUS-77527309,Subscription Problem,Low,50,Open,Email
TKT-7071,CUS-66635323,Bug Report,Low,43,Closed,Email
TKT-8075,CUS-11369777,Bug Report,Medium,3,Open,Chat
TKT-9803,CUS-18816695,Feature Request,High,42,Open,Phone
TKT-1782,CUS-14910966,Login Issue,Medium,2,Open,Phone
TKT-2974,CUS-13565374,Payment Failure,Medium,51,Closed,Email
TKT-7721,CUS-91835181,Bug Report,Low,45,Closed,Phone
TKT-1814,CUS-50084113,Subscription Problem,Medium,15,Closed,Email
TKT-1453,CUS-55338197,Subscription Problem,Medium,41,Closed,Phone
TKT-9835,CUS-79769923,Bug Report,Low,12,Open,Email
TKT-4008,CUS-42178499,Payment Failure,Medium,30,Open,Chat
TKT-6919,CUS-76779543,Login Issue,Low,68,Open,Email
TKT-3397,CUS-82988568,Subscription Problem,Low,70,Closed,Email
TKT-7920,CUS-85151427,Bug Report,High,12,Closed,Email
TKT-2189,CUS-70366180,Login Issue,Low,71,Closed,Email
TKT-6815,CUS-33073053,Login Issue,Medium,8,Open,Chat
TKT-8289,CUS-25340916,Login Issue,Low,59,Closed,Chat
TKT-5659,CUS-86125217,Payment Failure,High,60,Closed,Chat
TKT-6929,CUS-23102101,Bug Report,High,32,Closed,Email
TKT-4603,CUS-36125639,Payment Failure,Low,44,Closed,Chat
TKT-7466,CUS-73866173,Feature Request,Medium,37,Open,Email
TKT-5553,CUS-28719683,Subscription Problem,Low,42,Closed,Chat
TKT-3517,CUS-68561315,Login Issue,High,39,Closed,Email
TKT-5762,CUS-28977092,Subscription Problem,Medium,42,Closed,Chat
TKT-8587,CUS-93669350,Login Issue,Low,26,Closed,Chat
TKT-3996,CUS-29404524,Payment Failure,Medium,6,Closed,Phone
TKT-6305,CUS-94744935,Bug Report,Low,8,Pending,Email
TKT-2451,CUS-33697996,Login Issue,Low,28,Closed,Chat
TKT-4367,CUS-88723285,Payment Failure,Medium,29,Closed,Email
TKT-2622,CUS-87405890,Bug Report,Medium,41,Closed,Chat
TKT-7130,CUS-68571076,Bug Report,Low,39,Open,Email
TKT-9562,CUS-64903503,Refund Request,High,11,Closed,Chat
TKT-3909,CUS-17800794,Refund Request,High,41,Closed,Email
TKT-5461,CUS-67548555,Subscription Problem,High,33,Open,Chat
TKT-8864,CUS-68812029,Subscription Problem,Low,41,Closed,Chat
TKT-7201,CUS-88234650,Refund Request,Medium,51,Pending,Chat
TKT-5029,CUS-54930790,Payment Failure,Medium,5,Pending,Chat
TKT-8346,CUS-89089346,Login Issue,High,6,Closed,Chat
TKT-5466,CUS-82623646,Subscription Problem,Low,22,Closed,Email
TKT-3401,CUS-50312794,Login Issue,Medium,68,Closed,Phone
TKT-7679,CUS-78789899,Login Issue,Low,25,Closed,Phone
TKT-1734,CUS-20502459,Subscription Problem,Medium,14,Closed,Web Portal
TKT-2380,CUS-52003731,Subscription Problem,Medium,50,Closed,Email
TKT-7294,CUS-22430357,Login Issue,Low,4,Open,Phone
TKT-1997,CUS-36335708,Login Issue,Low,38,Pending,Chat
TKT-7724,CUS-92792973,Login Issue,Medium,16,Open,Email
TKT-3941,CUS-87834355,Bug Report,Medium,62,Closed,Email
TKT-5638,CUS-48223721,Payment Failure,Low,52,Open,Web Portal
TKT-3833,CUS-22980548,Payment Failure,Medium,36,Closed,Email
TKT-7998,CUS-28178095,Bug Report,Medium,59,Pending,Chat
TKT-4734,CUS-75286155,Payment Failure,Low,63,Closed,Chat
TKT-5237,CUS-71308733,Bug Report,Medium,60,Closed,Chat
TKT-2730,CUS-42840489,Subscription Problem,Low,59,Closed,Email
TKT-8757,CUS-30320063,Payment Failure,Low,11,Closed,Email
TKT-9284,CUS-11408782,Bug Report,Medium,57,Open,Web Portal
TKT-1467,CUS-71466278,Refund Request,High,23,Open,Web Portal
TKT-3316,CUS-56011188,Subscription Problem,Medium,50,Open,Chat
TKT-9282,CUS-75618241,Payment Failure,Medium,41,Closed,Email
TKT-7239,CUS-46620333,Subscription Problem,Low,51,Open,Chat
TKT-7454,CUS-98268037,Subscription Problem,Critical,19,Closed,Chat
TKT-6602,CUS-31195554,Login Issue,High,64,Closed,Chat
TKT-6684,CUS-19874323,Refund Request,High,60,Closed,Email
TKT-2414,CUS-33783316,Bug Report,Low,56,Pending,Email
TKT-3071,CUS-63110316,Payment Failure,Low,53,Open,Email
TKT-1283,CUS-74416396,Login Issue,High,60,Closed,Phone
TKT-9856,CUS-70032045,Subscription Problem,Medium,11,Closed,Chat
TKT-1798,CUS-82613576,Payment Failure,Medium,25,Closed,Phone
TKT-2737,CUS-10000106,Login Issue,Medium,2,Closed,Chat
TKT-4288,CUS-44572761,Login Issue,High,29,Closed,Chat
TKT-1109,CUS-97120711,Payment Failure,Low,72,Open,Email
TKT-5142,CUS-32750202,Refund Request,Medium,40,Closed,Chat
TKT-1332,CUS-91183038,Login Issue,High,3,Closed,Email
TKT-3822,CUS-70356652,Payment Failure,Medium,68,Closed,Email
TKT-7146,CUS-55894979,Payment Failure,Medium,66,Closed,Chat
TKT-2198,CUS-85456678,Login Issue,High,30,Open,Email
TKT-2165,CUS-67737201,Login Issue,Medium,48,Closed,Email
TKT-1442,CUS-18570961,Refund Request,Low,61,Closed,Web Portal
TKT-5850,CUS-99914305,Refund Request,Medium,17,Closed,Phone
TKT-8051,CUS-13411588,Refund Request,Low,66,Closed,Chat
TKT-8058,CUS-55434689,Refund Request,Medium,56,Closed,Web Portal
TKT-5517,CUS-90575009,Login Issue,High,9,Closed,Email
TKT-6975,CUS-69140206,Refund Request,High,26,Closed,Web Portal
TKT-4356,CUS-35971582,Subscription Problem,Low,14,Closed,Chat
TKT-9698,CUS-87212253,Refund Request,Medium,5,Closed,Phone
TKT-3120,CUS-51905816,Bug Report,Low,32,Closed,Email
TKT-8088,CUS-69059187,Bug Report,Medium,38,Open,Email
TKT-4850,CUS-68623479,Payment Failure,Low,64,Closed,Email
TKT-7389,CUS-18979338,Feature Request,Low,29,Closed,Email
TKT-6177,CUS-29020718,Payment Failure,Low,2,Closed,Chat
TKT-1773,CUS-13049893,Subscription Problem,Low,66,Pending,Chat
TKT-8765,CUS-69649639,Login Issue,Low,12,Closed,Phone
TKT-3021,CUS-25278997,Bug Report,High,25,Open,Email
TKT-3057,CUS-79748136,Bug Report,Low,67,Open,Email
TKT-3193,CUS-12847129,Login Issue,Medium,57,Closed,Phone
TKT-6499,CUS-96063633,Payment Failure,Medium,52,Closed,Chat
TKT-8710,CUS-97005018,Refund Request,Low,60,Closed,Chat
TKT-1042,CUS-11869293,Payment Failure,High,29,Closed,Phone
TKT-6386,CUS-95423278,Subscription Problem,Low,48,Closed,Chat
TKT-8240,CUS-47051934,Refund Request,Medium,11,Closed,Web Portal
TKT-6399,CUS-15091759,Refund Request,High,1,Closed,Chat
TKT-7154,CUS-82064373,Subscription Problem,Low,10,Open,Chat
TKT-1920,CUS-19150123,Login Issue,Medium,24,Closed,Chat
TKT-2352,CUS-15466099,Login Issue,High,46,Closed,Chat
TKT-6209,CUS-99639935,Payment Failure,High,55,Open,Email
TKT-8087,CUS-23770525,Login Issue,Medium,28,Closed,Email
TKT-6595,CUS-98332242,Subscription Problem,Critical,59,Pending,Chat
TKT-8025,CUS-79130693,Payment Failure,Medium,59,Closed,Email
TKT-6125,CUS-97752617,Bug Report,Low,42,Closed,Chat
TKT-3445,CUS-55382934,Payment Failure,Medium,50,Closed,Phone
TKT-2851,CUS-14222993,Payment Failure,Medium,58,Closed,Phone
TKT-9524,CUS-23130929,Refund Request,High,36,Closed,Email
TKT-8330,CUS-76467539,Bug Report,Medium,19,Closed,Email
TKT-3262,CUS-62274594,Subscription Problem,High,68,Closed,Email
TKT-7851,CUS-18551509,Bug Report,Low,28,Pending,Email
TKT-5141,CUS-13158373,Refund Request,Medium,12,Closed,Email
TKT-3423,CUS-93198656,Login Issue,Medium,43,Closed,Email
TKT-4536,CUS-61380598,Login Issue,Low,10,Closed,Email
TKT-8536,CUS-89555937,Payment Failure,Low,18,Closed,Email
TKT-2326,CUS-74344682,Payment Failure,Low,28,Closed,Email
TKT-6220,CUS-15642636,Payment Failure,Low,9,Closed,Email
TKT-5029,CUS-45793439,Payment Failure,Low,54,Closed,Chat
TKT-4460,CUS-43449351,Refund Request,Low,28,Open,Chat
TKT-2159,CUS-43754258,Subscription Problem,High,4,Closed,Phone
TKT-4145,CUS-14631154,Subscription Problem,Medium,8,Closed,Web Portal
TKT-5057,CUS-53173441,Subscription Problem,Medium,14,Open,Web Portal
TKT-1043,CUS-56686099,Login Issue,Low,22,Closed,Chat
TKT-6172,CUS-61746285,Refund Request,High,68,Closed,Email
TKT-2841,CUS-96035813,Refund Request,High,39,Closed,Chat
TKT-4981,CUS-64781085,Payment Failure,Medium,23,Pending,Email
TKT-7152,CUS-37665932,Payment Failure,Medium,58,Open,Chat
TKT-4901,CUS-19798826,Bug Report,Medium,12,Closed,Chat
TKT-3386,CUS-56646391,Payment Failure,High,72,Closed,Email
TKT-7064,CUS-41305236,Login Issue,High,19,Open,Chat
TKT-1379,CUS-92420185,Payment Failure,Low,53,Closed,Email
TKT-9513,CUS-24877820,Payment Failure,Low,1,Pending,Chat
TKT-7297,CUS-41751755,Bug Report,Low,5,Closed,Phone
TKT-5547,CUS-75667016,Payment Failure,Medium,44,Closed,Chat
TKT-6872,CUS-69266019,Payment Failure,Low,37,Open,Email
TKT-5497,CUS-59751554,Payment Failure,High,35,Open,Phone
TKT-9699,CUS-15116531,Bug Report,Medium,31,Closed,Chat
TKT-5232,CUS-92395891,Bug Report,Medium,36,Open,Chat
TKT-5240,CUS-55664422,Subscription Problem,High,53,Closed,Web Portal
TKT-6071,CUS-42038643,Bug Report,Medium,30,Closed,Email
TKT-9122,CUS-47498537,Payment Failure,Medium,1,Closed,Phone
TKT-5265,CUS-67243632,Subscription Problem,Medium,49,Closed,Chat
TKT-1175,CUS-74548624,Refund Request,Low,20,Open,Email
TKT-1093,CUS-76603019,Payment Failure,Medium,55,Closed,Chat
TKT-5614,CUS-44126991,Payment Failure,Low,14,Closed,Email
TKT-3090,CUS-63830135,Bug Report,Medium,23,Closed,Email
TKT-6374,CUS-71474735,Login Issue,Medium,8,Open,Email
TKT-5917,CUS-43986636,Bug Report,Low,10,Closed,Chat
TKT-4450,CUS-13561209,Payment Failure,Medium,67,Pending,Chat
TKT-6391,CUS-56281214,Payment Failure,Medium,16,Pending,Email
TKT-2927,CUS-77402777,Payment Failure,Medium,62,Closed,Chat
TKT-7541,CUS-53059390,Payment Failure,Low,42,Closed,Web Portal
TKT-5220,CUS-39153759,Payment Failure,Medium,17,Pending,Email
TKT-1989,CUS-48569568,Subscription Problem,Low,48,Open,Email
TKT-6002,CUS-41543046,Bug Report,Medium,65,Pending,Email
TKT-1791,CUS-49909786,Login Issue,Medium,31,Open,Phone
TKT-2868,CUS-82165601,Refund Request,Low,39,Closed,Phone
TKT-3055,CUS-64774291,Payment Failure,Critical,23,Closed,Email
TKT-2991,CUS-73663907,Login Issue,Medium,11,Open,Chat
TKT-2064,CUS-83074113,Bug Report,High,65,Pending,Chat
TKT-7953,CUS-47319333,Subscription Problem,High,51,Closed,Chat
TKT-3826,CUS-66017200,Subscription Problem,Low,28,Closed,Email
TKT-2680,CUS-30702923,Bug Report,High,4,Open,Email
TKT-1100,CUS-55644829,Bug Report,Medium,23,Closed,Phone
TKT-6456,CUS-16301148,Login Issue,Low,23,Pending,Email
TKT-8737,CUS-70472291,Login Issue,Medium,18,Closed,Phone
TKT-4691,CUS-92524726,Subscription Problem,Medium,72,Closed,Web Portal
TKT-3902,CUS-80347925,Login Issue,Medium,29,Closed,Email
TKT-7742,CUS-10377462,Refund Request,Medium,39,Open,Phone
TKT-3380,CUS-48620121,Login Issue,High,17,Closed,Chat
TKT-9637,CUS-54615875,Feature Request,Medium,7,Closed,Chat
TKT-3270,CUS-79757519,Login Issue,Medium,15,Closed,Phone
TKT-4002,CUS-65259447,Login Issue,Low,22,Closed,Chat
TKT-1837,CUS-82769998,Login Issue,High,44,Closed,Email
TKT-6686,CUS-23981436,Bug Report,Medium,52,Closed,Chat
TKT-9439,CUS-95316454,Bug Report,Medium,52,Closed,Chat
TKT-2314,CUS-74494622,Subscription Problem,Low,70,Closed,Email
TKT-2633,CUS-62406114,Subscription Problem,Low,54,Closed,Email
