event_id,customer_id,event_type,event_time,device_type,traffic_source,session_duration
EvtID01073,CUS-79748136,Purchase,08-03-2025,Tablet,Google Ads,114
EvtID01074,CUS-69504309,Purchase,02-10-2026,Mobile,Organic Search,25
EvtID01075,CUS-28784937,Logout,3/30/2026,Mobile,,179
EvtID01076,CUS-92239668,Add to Cart,11/16/2025,Mobile,Google Ads,97
EvtID01077,CUS-12847129,Purchase,12/17/2025,Mobile,Instagram,173
EvtID01078,CUS-15208470,Login,09-05-2025,Desktop,Instagram,58
EvtID01079,CUS-31910272,Add to Cart,12-12-2025,Desktop,Instagram,73
EvtID01080,CUS-91224459,Login,03-05-2026,Mobile,Google Ads,71
EvtID01081,CUS-63830135,Purchase,4/23/2026,Desktop,LinkedIn,6
EvtID01082,CUS-96063633,Logout,11-06-2025,Mobile,Organic Search,85
EvtID01083,CUS-97005018,Login,09-05-2025,Desktop,Google Ads,52
EvtID01084,CUS-38691239,Cancel Subscription,12/28/2025,Mobile,Organic Search,149
EvtID01085,CUS-86441247,Cancel Subscription,11/27/2025,Mobile,Instagram,99
EvtID01086,CUS-57732215,Add to Cart,5/14/2025,Desktop,,140
EvtID01087,CUS-91068533,Cancel Subscription,1/30/2026,Mobile,LinkedIn,104
EvtID01088,CUS-23016240,Purchase,02-10-2026,Mobile,Organic Search,140
EvtID01089,CUS-71474735,Login,10/18/2025,Mobile,,112
EvtID01090,CUS-11869293,Logout,10/30/2025,Mobile,,71
EvtID01091,CUS-86509285,Cancel Subscription,3/31/2026,Desktop,Google Ads,170
EvtID01092,CUS-95423278,Upgrade Plan,9/15/2025,Desktop,Instagram,62
EvtID01093,CUS-94534518,Cancel Subscription,1/26/2026,Mobile,Google Ads,173
EvtID01094,CUS-47051934,Login,12/21/2025,Desktop,Google Ads,57
EvtID01095,CUS-27881563,Logout,10-07-2025,Desktop,LinkedIn,139
EvtID01096,CUS-28665363,Purchase,6/14/2025,Mobile,Google Ads,
EvtID01097,CUS-69213422,Login,6/13/2025,Desktop,LinkedIn,136
EvtID01098,CUS-15091759,Login,11/23/2025,Desktop,LinkedIn,
EvtID01099,CUS-10981976,Login,11/14/2025,Mobile,Instagram,177
EvtID01100,CUS-70763976,Purchase,04-01-2026,Desktop,Google Ads,60
EvtID01101,CUS-82064373,Purchase,03-11-2026,Desktop,Organic Search,125
EvtID01102,CUS-62053723,Purchase,11-03-2025,Mobile,LinkedIn,141
EvtID01103,CUS-19150123,Cancel Subscription,5/18/2026,Desktop,Organic Search,45
EvtID01104,CUS-42894107,Add to Cart,04-08-2026,Mobile,Google Ads,120
EvtID01105,CUS-15466099,Purchase,12/22/2025,Mobile,LinkedIn,152
EvtID01106,CUS-99639935,Add to Cart,5/21/2026,Desktop,Email Campaign,120
EvtID01107,CUS-23770525,Logout,04-07-2026,Desktop,Organic Search,28
EvtID01108,CUS-96312143,Upgrade Plan,02-02-2026,Desktop,Instagram,106
EvtID01109,CUS-37840373,Purchase,02-12-2026,Desktop,,144
EvtID01110,CUS-27923549,Login,05-04-2025,Mobile,Google Ads,65
EvtID01111,CUS-48500651,Login,06-06-2025,Mobile,Organic Search,104
EvtID01112,CUS-98332242,Add to Cart,03-09-2026,Mobile,Google Ads,130
EvtID01113,CUS-64186929,Add to Cart,3/21/2026,Desktop,Direct,164
EvtID01114,CUS-75922230,Cancel Subscription,12/27/2025,Mobile,Google Ads,128
EvtID01115,CUS-48565042,Login,7/18/2025,,Google Ads,140
EvtID01116,CUS-79130693,Cancel Subscription,10/30/2025,Mobile,Google Ads,154
EvtID01117,CUS-55330083,Logout,6/22/2025,Mobile,,68
EvtID01118,CUS-97752617,Cancel Subscription,3/14/2026,Mobile,Google Ads,59
EvtID01119,CUS-55382934,Purchase,10-05-2025,Mobile,,116
EvtID01120,CUS-80086101,Upgrade Plan,04-11-2026,Desktop,Instagram,37
EvtID01121,CUS-65816528,Cancel Subscription,11/17/2025,Mobile,Email Campaign,16
EvtID01122,CUS-39881167,Purchase,03-03-2026,,Instagram,159
EvtID01123,CUS-43541968,Logout,06-02-2025,Mobile,Google Ads,39
EvtID01124,CUS-17654644,Cancel Subscription,9/27/2025,Mobile,Google Ads,23
EvtID01125,CUS-14222993,Login,04-10-2026,Mobile,Instagram,108
EvtID01126,CUS-23130929,Add to Cart,8/24/2025,Mobile,Google Ads,25
EvtID01127,CUS-32620279,Cancel Subscription,1/18/2026,Desktop,Organic Search,174
EvtID01128,CUS-79302903,Upgrade Plan,05-12-2025,Desktop,Google Ads,91
EvtID01129,CUS-27214196,Logout,05-02-2026,Desktop,Email Campaign,38
EvtID01130,CUS-93971130,Logout,11/14/2025,Desktop,LinkedIn,95
EvtID01131,CUS-76467539,Logout,09-02-2025,Mobile,Google Ads,148
EvtID01132,CUS-45706139,Logout,08-05-2025,Mobile,Google Ads,83
EvtID01133,CUS-62274594,Login,6/25/2025,Mobile,Google Ads,111
EvtID01134,CUS-43211261,Logout,11-08-2025,Mobile,Email Campaign,
EvtID01135,CUS-18551509,Purchase,9/13/2025,Desktop,Google Ads,106
EvtID01136,CUS-89147566,Login,05-07-2026,Desktop,LinkedIn,96
EvtID01137,CUS-13158373,Cancel Subscription,1/16/2026,Mobile,Google Ads,
EvtID01138,CUS-93198656,Add to Cart,08-10-2025,Desktop,Direct,38
EvtID01139,CUS-10078115,Purchase,1/28/2026,Desktop,Direct,169
EvtID01140,CUS-21618617,Upgrade Plan,09-05-2025,Desktop,Instagram,108
EvtID01141,CUS-61380598,Add to Cart,11/20/2025,Mobile,Organic Search,37
EvtID01142,CUS-32843187,Upgrade Plan,7/28/2025,Desktop,Google Ads,49
EvtID01143,CUS-19235059,Upgrade Plan,05-03-2026,Mobile,Instagram,13
EvtID01144,CUS-89555937,Add to Cart,2/24/2026,Mobile,Instagram,122
EvtID01145,CUS-78574581,Purchase,04-05-2025,Desktop,Email Campaign,128
EvtID01146,CUS-65908774,Cancel Subscription,4/16/2025,Desktop,LinkedIn,33
EvtID01147,CUS-74344682,Add to Cart,1/22/2026,Mobile,LinkedIn,14
EvtID01148,CUS-81385664,Upgrade Plan,3/13/2026,Desktop,Direct,159
EvtID01149,CUS-11104574,Add to Cart,5/26/2025,Mobile,LinkedIn,73
EvtID01150,CUS-35615705,Logout,3/15/2026,Mobile,Google Ads,131
EvtID01151,CUS-15642636,Cancel Subscription,5/14/2026,Desktop,Organic Search,154
EvtID01152,CUS-96728058,Login,12-11-2025,Mobile,Google Ads,93
EvtID01153,CUS-60387562,Login,04-04-2025,Mobile,Google Ads,41
EvtID01154,CUS-10377462,Cancel Subscription,01-07-2026,Mobile,Google Ads,159
EvtID01155,CUS-94094214,Login,10/23/2025,Desktop,,57
EvtID01156,CUS-72769401,Add to Cart,11-04-2025,Mobile,Google Ads,109
EvtID01157,CUS-45793439,Logout,04-02-2025,Mobile,Instagram,133
EvtID01158,CUS-43449351,Cancel Subscription,09-01-2025,Mobile,Instagram,78
EvtID01159,CUS-64595232,Logout,1/13/2026,Desktop,Email Campaign,4
EvtID01160,CUS-85254291,Upgrade Plan,1/28/2026,Desktop,Google Ads,
EvtID01161,CUS-81426841,Add to Cart,12-06-2025,Desktop,Email Campaign,22
EvtID01162,CUS-20208563,Upgrade Plan,03-11-2026,Mobile,Direct,27
EvtID01163,CUS-43027696,Purchase,10/30/2025,Desktop,Google Ads,58
EvtID01164,CUS-54386308,Logout,5/14/2025,Desktop,Instagram,22
EvtID01165,CUS-14219236,Cancel Subscription,03-02-2026,Mobile,Direct,17
EvtID01166,CUS-50464165,Cancel Subscription,11-10-2025,Mobile,Instagram,32
EvtID01167,CUS-72339644,Purchase,2/15/2026,Mobile,Google Ads,28
EvtID01168,CUS-57790837,Login,8/24/2025,Mobile,Instagram,10
EvtID01169,CUS-57607836,Login,10/16/2025,Mobile,,161
EvtID01170,CUS-43754258,Purchase,4/14/2025,Tablet,,110
EvtID01171,CUS-32379393,Purchase,2/25/2026,Desktop,LinkedIn,45
EvtID01172,CUS-56612219,Upgrade Plan,6/23/2025,Mobile,Google Ads,150
EvtID01173,CUS-28824416,Upgrade Plan,8/24/2025,Mobile,,161
EvtID01174,CUS-53689894,Add to Cart,4/19/2025,Mobile,Google Ads,40
EvtID01175,CUS-14631154,Logout,04-10-2026,Mobile,Instagram,53
EvtID01176,CUS-71092499,Login,10-03-2025,Mobile,Organic Search,73
EvtID01177,CUS-91854409,Cancel Subscription,10/14/2025,Mobile,Instagram,29
EvtID01178,CUS-50314862,Add to Cart,02-04-2026,Desktop,Direct,111
EvtID01179,CUS-53173441,Cancel Subscription,4/22/2026,Mobile,LinkedIn,153
EvtID01180,CUS-56686099,Purchase,11-02-2025,Mobile,Organic Search,35
EvtID01181,CUS-58398520,Purchase,12/26/2025,Mobile,Instagram,99
EvtID01182,CUS-12254895,Add to Cart,9/18/2025,Desktop,Email Campaign,134
EvtID01183,CUS-44558879,Upgrade Plan,6/22/2025,Desktop,Instagram,85
EvtID01184,CUS-61746285,Logout,12/13/2025,Mobile,,106
EvtID01185,CUS-96035813,Purchase,12/14/2025,Mobile,Instagram,21
EvtID01186,CUS-25321139,Upgrade Plan,8/18/2025,,Google Ads,130
EvtID01187,CUS-64781085,Purchase,05-08-2025,Tablet,LinkedIn,119
EvtID01188,CUS-37665932,Login,06-09-2025,Desktop,Instagram,56
EvtID01189,CUS-25868100,Login,12/16/2025,Mobile,Google Ads,128
EvtID01190,CUS-19798826,Cancel Subscription,6/27/2025,Mobile,Organic Search,51
EvtID01191,CUS-54284306,Purchase,12-04-2025,Desktop,Google Ads,133
EvtID01192,CUS-84584342,Add to Cart,10-09-2025,Mobile,Google Ads,46
EvtID01193,CUS-15183894,Add to Cart,01-04-2026,Desktop,,74
EvtID01194,CUS-35053387,Logout,6/18/2025,Tablet,Google Ads,158
EvtID01195,CUS-56646391,Logout,4/23/2026,Mobile,Instagram,146
EvtID01196,CUS-22229376,Login,9/14/2025,Mobile,Email Campaign,40
EvtID01197,CUS-63754094,Upgrade Plan,6/20/2025,Desktop,Organic Search,177
EvtID01198,CUS-28789793,Login,1/16/2026,Mobile,Email Campaign,18
EvtID01199,CUS-93094551,Cancel Subscription,5/17/2025,Mobile,Email Campaign,148
EvtID01200,CUS-11354814,Purchase,10/21/2025,Tablet,Google Ads,3
EvtID01201,CUS-41305236,Login,5/20/2026,Desktop,Google Ads,19
EvtID01202,CUS-92420185,Add to Cart,8/25/2025,Mobile,Google Ads,156
EvtID01203,CUS-19696428,Logout,08-03-2025,Desktop,Google Ads,95
EvtID01204,CUS-35732680,Purchase,10-05-2025,Mobile,Google Ads,159
EvtID01205,CUS-50893984,Upgrade Plan,5/20/2026,Mobile,Instagram,5
EvtID01206,CUS-24877820,Logout,1/29/2026,Desktop,Direct,14
EvtID01207,CUS-41751755,Login,3/19/2026,Mobile,Organic Search,52
EvtID01208,CUS-49336060,Login,05-06-2025,Desktop,Google Ads,126
EvtID01209,CUS-75667016,Add to Cart,02-12-2026,Mobile,,52
EvtID01210,CUS-24801458,Logout,03-09-2026,Desktop,Google Ads,120
EvtID01211,CUS-56631625,Cancel Subscription,04-07-2026,Mobile,Instagram,4
EvtID01212,CUS-16284771,Cancel Subscription,5/15/2026,Mobile,Email Campaign,125
EvtID01213,CUS-57753748,Upgrade Plan,3/31/2026,Desktop,Google Ads,7
EvtID01214,CUS-69266019,Login,6/26/2025,Mobile,Instagram,108
EvtID01215,CUS-42462379,Upgrade Plan,06-02-2025,Mobile,Google Ads,106
EvtID01216,CUS-85290144,Purchase,11/26/2025,Mobile,LinkedIn,16
EvtID01217,CUS-31034388,Upgrade Plan,10/15/2025,Mobile,Google Ads,139
EvtID01218,CUS-84307757,Upgrade Plan,3/24/2026,Mobile,Direct,59
EvtID01219,CUS-28707824,Upgrade Plan,7/16/2025,Mobile,LinkedIn,81
EvtID01220,CUS-59751554,Purchase,06-05-2025,Desktop,Instagram,180
EvtID01221,CUS-86028931,Upgrade Plan,05-06-2025,Mobile,Instagram,73
EvtID01222,CUS-21320138,Login,4/25/2025,Mobile,Instagram,125
EvtID01223,CUS-48620121,Add to Cart,12/29/2025,Mobile,Instagram,141
EvtID01224,CUS-15116531,Login,12-08-2025,Mobile,Google Ads,165
EvtID01225,CUS-92395891,Login,07-06-2025,Desktop,Email Campaign,59
EvtID01226,CUS-66854298,Login,10-11-2025,Mobile,Google Ads,25
EvtID01227,CUS-55664422,Logout,3/16/2026,Tablet,Direct,85
EvtID01228,CUS-97708131,Purchase,10-09-2025,Mobile,Google Ads,9
EvtID01229,CUS-28789315,Add to Cart,11/26/2025,,Direct,49
EvtID01230,CUS-42038643,Purchase,3/17/2026,,,58
EvtID01231,CUS-54615875,Login,5/19/2025,Mobile,Instagram,66
EvtID01232,CUS-82617930,Upgrade Plan,9/23/2025,Mobile,Organic Search,160
EvtID01233,CUS-85087422,Purchase,4/28/2025,Mobile,Direct,117
EvtID01234,CUS-92734888,Add to Cart,8/22/2025,Desktop,Instagram,
EvtID01235,CUS-94906420,Upgrade Plan,04-03-2026,Mobile,Instagram,
EvtID01236,CUS-41497330,Login,11-02-2025,Mobile,Google Ads,165
EvtID01237,CUS-17477817,Purchase,4/21/2026,Mobile,LinkedIn,24
EvtID01238,CUS-42766939,Cancel Subscription,01-03-2026,Tablet,Organic Search,19
EvtID01239,CUS-26689206,Purchase,12/24/2025,Mobile,Instagram,132
EvtID01240,CUS-79757519,Login,6/30/2025,Mobile,,47
EvtID01241,CUS-40480099,Cancel Subscription,12-11-2025,Desktop,Google Ads,104
EvtID01242,CUS-10495203,Upgrade Plan,11-03-2025,Mobile,,21
EvtID01243,CUS-32912060,Purchase,9/18/2025,Mobile,Email Campaign,
EvtID01244,CUS-18490385,Logout,2/28/2026,Mobile,Google Ads,53
EvtID01245,CUS-66998488,Cancel Subscription,12-11-2025,Mobile,Instagram,
EvtID01246,CUS-47498537,Login,4/20/2026,Mobile,LinkedIn,163
EvtID01247,CUS-67243632,Upgrade Plan,10-06-2025,Mobile,Google Ads,133
EvtID01248,CUS-85996992,Add to Cart,02-10-2026,Mobile,Google Ads,77
EvtID01249,CUS-74548624,Login,08-03-2025,Mobile,Instagram,78
EvtID01250,CUS-42209877,Add to Cart,5/26/2025,Desktop,LinkedIn,71
EvtID01251,CUS-15974335,Purchase,07-03-2025,Mobile,,134
EvtID01252,CUS-96816848,Logout,06-09-2025,Mobile,Google Ads,15
EvtID01253,CUS-19863372,Purchase,05-03-2025,Desktop,Google Ads,89
EvtID01254,CUS-15233143,Login,9/26/2025,Mobile,LinkedIn,86
EvtID01255,CUS-42781653,Cancel Subscription,11/13/2025,Tablet,LinkedIn,84
EvtID01256,CUS-46000799,Cancel Subscription,08-06-2025,Desktop,Direct,64
EvtID01257,CUS-74865373,Logout,11-11-2025,Desktop,Organic Search,131
EvtID01258,CUS-45708809,Cancel Subscription,9/17/2025,Desktop,,9
EvtID01259,CUS-98738533,Login,11-10-2025,Mobile,Google Ads,38
EvtID01260,CUS-90857767,Add to Cart,5/15/2026,Mobile,LinkedIn,58
EvtID01261,CUS-25709226,Logout,06-08-2025,Mobile,,141
EvtID01262,CUS-96930379,Login,12-10-2025,Mobile,Google Ads,108
EvtID01263,CUS-80904745,Logout,04-09-2025,Desktop,LinkedIn,101
EvtID01264,CUS-66712847,Login,4/26/2026,Desktop,Google Ads,44
EvtID01265,CUS-65160999,Logout,1/23/2026,Desktop,Organic Search,109
EvtID01266,CUS-24135736,Purchase,05-02-2025,Desktop,,65
EvtID01267,CUS-96940266,Purchase,4/13/2025,Mobile,Instagram,21
EvtID01268,CUS-92597933,Purchase,12-02-2025,Mobile,LinkedIn,40
EvtID01269,CUS-40169432,Login,1/23/2026,Mobile,Instagram,3
EvtID01270,CUS-75011385,Purchase,9/23/2025,Mobile,Instagram,113
EvtID01271,CUS-72505108,Upgrade Plan,5/29/2025,Desktop,Google Ads,
EvtID01272,CUS-80970921,Add to Cart,10/16/2025,Mobile,Email Campaign,153
EvtID01273,CUS-24881293,Add to Cart,4/20/2026,Desktop,Instagram,90
EvtID01274,CUS-31235824,Purchase,1/25/2026,Desktop,Instagram,30
EvtID01275,CUS-44321278,Logout,3/18/2026,Desktop,Google Ads,144
EvtID01276,CUS-63067213,Logout,11/15/2025,Mobile,LinkedIn,113
EvtID01277,CUS-67795856,Add to Cart,08-03-2025,Mobile,LinkedIn,160
EvtID01278,CUS-29816486,Logout,1/29/2026,Mobile,Google Ads,104
EvtID01279,CUS-83062090,Upgrade Plan,12-03-2025,Mobile,Google Ads,152
EvtID01280,CUS-24397915,Login,03-12-2026,Mobile,Google Ads,112
EvtID01281,CUS-70026542,Add to Cart,5/21/2025,Mobile,Google Ads,83
EvtID01282,CUS-37059061,Login,11/14/2025,Mobile,Google Ads,46
EvtID01283,CUS-40840771,Add to Cart,6/30/2025,Mobile,Google Ads,47
EvtID01284,CUS-16601416,Upgrade Plan,04-02-2026,Tablet,Instagram,150
EvtID01285,CUS-86271066,Add to Cart,04-06-2026,Mobile,,74
EvtID01286,CUS-48927735,Add to Cart,5/19/2026,Mobile,Email Campaign,118
EvtID01287,CUS-64971571,Logout,8/14/2025,Mobile,Google Ads,
EvtID01288,CUS-52628681,Upgrade Plan,12-03-2025,Mobile,Instagram,93
EvtID01289,CUS-65259447,Cancel Subscription,08-01-2025,Desktop,Instagram,33
EvtID01290,CUS-81539078,Cancel Subscription,3/24/2026,Mobile,Direct,56
EvtID01291,CUS-22276103,Purchase,05-03-2026,Desktop,Google Ads,178
EvtID01292,CUS-70277194,Purchase,05-10-2025,Mobile,Organic Search,80
EvtID01293,CUS-46907363,Cancel Subscription,3/15/2026,Desktop,LinkedIn,127
EvtID01294,CUS-60949764,Cancel Subscription,12-09-2025,Mobile,Instagram,58
EvtID01295,CUS-19735188,Upgrade Plan,11/27/2025,Mobile,LinkedIn,87
EvtID01296,CUS-49273294,Login,8/19/2025,Tablet,Google Ads,11
EvtID01297,CUS-97259976,Login,5/17/2025,Mobile,Organic Search,93
EvtID01298,CUS-18313754,Logout,5/28/2025,Mobile,LinkedIn,17
EvtID01299,CUS-27845214,Add to Cart,2/23/2026,Desktop,LinkedIn,50
EvtID01300,CUS-11182420,Add to Cart,2/19/2026,Mobile,Google Ads,
EvtID01301,CUS-20839555,Cancel Subscription,3/30/2026,Mobile,Organic Search,23
EvtID01302,CUS-24206368,Upgrade Plan,5/13/2026,Mobile,Email Campaign,
EvtID01303,CUS-26049773,Purchase,07-05-2025,Mobile,,73
EvtID01304,CUS-60817879,Upgrade Plan,3/25/2026,Desktop,Instagram,107
EvtID01305,CUS-52156029,Add to Cart,04-06-2025,Mobile,Google Ads,179
EvtID01306,CUS-22168140,Cancel Subscription,3/29/2026,Mobile,Google Ads,170
EvtID01307,CUS-24533472,Logout,4/19/2026,Mobile,,99
EvtID01308,CUS-66936192,Cancel Subscription,4/19/2026,Desktop,Instagram,142
EvtID01309,CUS-42830954,Add to Cart,4/27/2026,Mobile,LinkedIn,127
EvtID01310,CUS-35403663,Add to Cart,1/25/2026,Mobile,Email Campaign,8
EvtID01311,CUS-37429198,Cancel Subscription,11/15/2025,Mobile,,65
EvtID01312,CUS-34526590,Upgrade Plan,04-11-2026,Desktop,Direct,
EvtID01313,CUS-16988819,Purchase,4/27/2025,Desktop,Google Ads,105
EvtID01314,CUS-61740244,Cancel Subscription,02-10-2026,Mobile,Instagram,179
EvtID01315,CUS-53594412,Upgrade Plan,12-03-2025,Desktop,Google Ads,102
EvtID01316,CUS-87652401,Login,4/19/2026,Desktop,Instagram,96
EvtID01317,CUS-61882350,Logout,2/13/2026,Mobile,Instagram,63
EvtID01318,CUS-17109782,Cancel Subscription,03-10-2026,Mobile,Instagram,133
EvtID01319,CUS-29537752,Cancel Subscription,9/29/2025,Desktop,Instagram,107
EvtID01320,CUS-35446483,Logout,8/26/2025,Desktop,Email Campaign,7
EvtID01321,CUS-54844521,Upgrade Plan,03-12-2026,Mobile,Google Ads,32
EvtID01322,CUS-65660032,Cancel Subscription,12/16/2025,Mobile,Google Ads,16
EvtID01323,CUS-61901065,Login,3/15/2026,Desktop,Google Ads,176
EvtID01324,CUS-95936408,Add to Cart,05-04-2025,Mobile,Instagram,67
EvtID01325,CUS-23808168,Login,05-10-2026,Mobile,Email Campaign,
EvtID01326,CUS-41172527,Purchase,11/17/2025,Mobile,Google Ads,52
EvtID01327,CUS-28229048,Upgrade Plan,11-04-2025,Mobile,Instagram,67
EvtID01328,CUS-80406011,Purchase,7/23/2025,Mobile,Direct,50
EvtID01329,CUS-18749141,Add to Cart,05-11-2025,Mobile,Instagram,180
EvtID01330,CUS-94142654,Add to Cart,3/19/2026,Tablet,Google Ads,7
EvtID01331,CUS-74837208,Purchase,08-09-2025,Desktop,Email Campaign,36
EvtID01332,CUS-40805605,Cancel Subscription,10-05-2025,Mobile,Instagram,57
EvtID01333,CUS-89766447,Upgrade Plan,8/31/2025,Mobile,,57
EvtID01334,CUS-95963461,Add to Cart,04-11-2025,Mobile,Google Ads,69
EvtID01335,CUS-94071546,Purchase,4/21/2025,Mobile,Instagram,97
EvtID01336,CUS-19430697,Logout,6/17/2025,Mobile,LinkedIn,17
EvtID01337,CUS-40646105,Logout,7/21/2025,Mobile,Instagram,93
EvtID01338,CUS-83724106,Add to Cart,3/13/2026,Mobile,LinkedIn,141
EvtID01339,CUS-78560324,Cancel Subscription,03-03-2026,Mobile,Email Campaign,163
EvtID01340,CUS-92140790,Purchase,8/25/2025,Mobile,Organic Search,
EvtID01341,CUS-70758161,Purchase,2/22/2026,Mobile,Email Campaign,47
EvtID01342,CUS-78884333,Logout,7/25/2025,Desktop,,27
EvtID01343,CUS-57183261,Logout,04-01-2026,Mobile,Email Campaign,103
EvtID01344,CUS-23503679,Cancel Subscription,1/30/2026,Mobile,Organic Search,78
EvtID01345,CUS-45385208,Cancel Subscription,04-05-2025,Mobile,Instagram,1
EvtID01346,CUS-16231262,Login,06-04-2025,Mobile,Google Ads,38
EvtID01347,CUS-62334428,Purchase,07-10-2025,Mobile,Email Campaign,134
EvtID01348,CUS-43986636,Logout,5/16/2026,Desktop,Google Ads,180
EvtID01349,CUS-32642918,Upgrade Plan,4/30/2025,Mobile,LinkedIn,30
EvtID01350,CUS-14769621,Upgrade Plan,7/26/2025,Mobile,Google Ads,43
EvtID01351,CUS-23796527,Login,2/16/2026,Desktop,Google Ads,48
EvtID01352,CUS-59569381,Login,04-05-2025,Desktop,Google Ads,113
EvtID01353,CUS-37738768,Purchase,12/26/2025,Mobile,Google Ads,46
EvtID01354,CUS-70834235,Purchase,7/24/2025,Mobile,,17
EvtID01355,CUS-36429618,Purchase,8/13/2025,Mobile,Instagram,20
EvtID01356,CUS-80608002,Add to Cart,05-11-2026,Desktop,LinkedIn,128
EvtID01357,CUS-67190011,Upgrade Plan,11-11-2025,Mobile,LinkedIn,132
EvtID01358,CUS-82769998,Purchase,12/23/2025,Mobile,LinkedIn,134
EvtID01359,CUS-32784257,Login,12-09-2025,Mobile,Instagram,39
EvtID01360,CUS-37808512,Logout,5/13/2026,Mobile,LinkedIn,109
EvtID01361,CUS-97971461,Add to Cart,09-07-2025,Mobile,Google Ads,39
EvtID01362,CUS-73525530,Upgrade Plan,03-10-2026,Mobile,Instagram,
EvtID01363,CUS-41584181,Cancel Subscription,10-05-2025,Desktop,Google Ads,43
EvtID01364,CUS-80105035,Login,06-10-2025,Desktop,,2
EvtID01365,CUS-89062367,Login,3/17/2026,Mobile,Instagram,26
EvtID01366,CUS-63898177,Logout,9/13/2025,Mobile,,18
EvtID01367,CUS-49338839,Logout,05-01-2026,Desktop,Instagram,173
EvtID01368,CUS-23981436,Logout,2/17/2026,Mobile,Google Ads,102
EvtID01369,CUS-33762076,Purchase,11-09-2025,Mobile,Google Ads,37
EvtID01370,CUS-82081805,Purchase,2/16/2026,Mobile,Google Ads,141
EvtID01371,CUS-93557627,Add to Cart,03-12-2026,Mobile,Instagram,171
EvtID01372,CUS-68996471,Upgrade Plan,06-02-2025,Mobile,LinkedIn,48
EvtID01373,CUS-40642062,Logout,1/13/2026,Desktop,Google Ads,11
EvtID01374,CUS-29238195,Cancel Subscription,11/19/2025,Mobile,Google Ads,39
EvtID01375,CUS-95229998,Cancel Subscription,12/18/2025,Mobile,Instagram,30
EvtID01376,CUS-11875419,Logout,06-10-2025,Desktop,Organic Search,76
EvtID01377,CUS-95268624,Add to Cart,4/18/2025,,Email Campaign,123
EvtID01378,CUS-73478779,Add to Cart,4/15/2025,Mobile,LinkedIn,110
EvtID01379,CUS-70199847,Login,7/22/2025,Mobile,Instagram,136
EvtID01380,CUS-67327028,Login,04-05-2026,Mobile,Organic Search,
EvtID01381,CUS-87676317,Upgrade Plan,3/23/2026,Mobile,Email Campaign,104
EvtID01382,CUS-43858881,Cancel Subscription,12/18/2025,Mobile,Google Ads,142
EvtID01383,CUS-11922236,Upgrade Plan,06-05-2025,Mobile,Google Ads,50
EvtID01384,CUS-48840723,Upgrade Plan,8/23/2025,Mobile,LinkedIn,131
EvtID01385,CUS-80508266,Upgrade Plan,12-11-2025,Desktop,Instagram,150
EvtID01386,CUS-34829285,Login,1/23/2026,Desktop,Google Ads,26
EvtID01387,CUS-61874330,Add to Cart,04-09-2025,Desktop,LinkedIn,102
EvtID01388,CUS-26905817,Purchase,01-02-2026,Mobile,LinkedIn,58
EvtID01389,CUS-44946268,Logout,1/22/2026,Desktop,Instagram,39
EvtID01390,CUS-75625905,Cancel Subscription,01-09-2026,Mobile,LinkedIn,155
EvtID01391,CUS-82942380,Logout,02-09-2026,Desktop,Google Ads,
EvtID01392,CUS-68372952,Logout,08-04-2025,Mobile,Direct,29
EvtID01393,CUS-55741805,Login,1/30/2026,Mobile,Instagram,14
EvtID01394,CUS-46407464,Login,2/23/2026,Mobile,Instagram,105
EvtID01395,CUS-55104336,Purchase,12-01-2025,,Instagram,36
EvtID01396,CUS-32518609,Cancel Subscription,12/27/2025,Tablet,,135
EvtID01397,CUS-14901101,Upgrade Plan,12/29/2025,Mobile,Google Ads,171
EvtID01398,CUS-55756177,Upgrade Plan,12-08-2025,Mobile,,39
EvtID01399,CUS-43537569,Cancel Subscription,11/27/2025,,Instagram,14
EvtID01400,CUS-75548503,Cancel Subscription,7/17/2025,Desktop,Google Ads,134
EvtID01401,CUS-70023519,Upgrade Plan,10/28/2025,Mobile,Google Ads,157
EvtID01402,CUS-53401508,Upgrade Plan,06-06-2025,Mobile,LinkedIn,94
EvtID01403,CUS-43945726,Login,05-10-2026,Mobile,Google Ads,32
EvtID01404,CUS-21039235,Cancel Subscription,03-07-2026,Desktop,Google Ads,160
EvtID01405,CUS-43174177,Purchase,4/21/2026,Mobile,Organic Search,
EvtID01406,CUS-96177797,Add to Cart,10-01-2025,Desktop,Direct,35
EvtID01407,CUS-93226958,Logout,02-08-2026,Tablet,,130
EvtID01408,CUS-37445576,Cancel Subscription,5/19/2025,Mobile,,121
EvtID01409,CUS-60355048,Cancel Subscription,07-12-2025,Mobile,LinkedIn,
EvtID01410,CUS-19475881,Purchase,9/23/2025,Tablet,Instagram,168
EvtID01411,CUS-16196351,Add to Cart,5/22/2025,Mobile,Organic Search,26
EvtID01412,CUS-21245976,Logout,04-03-2025,Desktop,Google Ads,6
EvtID01413,CUS-79125229,Purchase,3/27/2026,Mobile,Instagram,88
EvtID01414,CUS-81427265,Upgrade Plan,10/20/2025,Mobile,Google Ads,7
EvtID01415,CUS-62047437,Purchase,05-12-2025,Desktop,Instagram,71
EvtID01416,CUS-13432932,Purchase,05-12-2025,Desktop,Direct,27
EvtID01417,CUS-95316454,Cancel Subscription,05-06-2026,Mobile,Google Ads,166
EvtID01418,CUS-82328397,Login,07-02-2025,Mobile,Organic Search,17
